STATE CODE	LOCALITY ID	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	DURATION MINUTES	EFFORT DISTANCE KM	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER
CO-VAU	L1450896	1.2205831	-70.2384067	2021-11-19	05:22:00	obsr38671	S97786186	Traveling	87	1.319	9	1	G7459738
CO-VAU	L1450896	1.2205831	-70.2384067	2021-01-29	09:59:00	obsr261579	S98133110	Traveling	45	0.150	1	1	
CO-VAU	L1450896	1.2205831	-70.2384067	2021-11-22	06:48:00	obsr315634	S98060618	Traveling	263	8.114	9	1	G7459722
CO-VAU	L1450896	1.2205831	-70.2384067	2021-11-22	06:48:00	obsr777374	S99308863	Traveling	263	8.114	9	1	G7459722
CO-VAU	L1450896	1.2205831	-70.2384067	2021-11-22	06:48:00	obsr345070	S98069056	Traveling	263	8.114	9	1	G7459722
CO-VAU	L1450896	1.2205831	-70.2384067	2021-12-28	13:01:00	obsr524543	S100621602	Traveling	133	2.527	3	1	G7705536
CO-VAU	L1450896	1.2205831	-70.2384067	2021-12-28	13:01:00	obsr256173	S100527954	Traveling	133	2.527	3	1	G7705536
CO-VAU	L1450896	1.2205831	-70.2384067	2021-11-19	05:22:00	obsr315634	S98060636	Traveling	87	1.319	9	1	G7459738
CO-VAU	L1450896	1.2205831	-70.2384067	2021-11-22	06:48:00	obsr277145	S99249715	Traveling	263	8.114	9	1	G7459722
CO-VAU	L1450948	1.1190923	-70.0826454	2021-02-12	05:30:00	obsr1239506	S81030150	Traveling	180	5.000	4	1	G6277947
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-20	07:47:00	obsr103929	S98606807	Traveling	39	2.054	9	1	G7459733
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-21	05:35:00	obsr345070	S98069069	Traveling	159	2.667	9	1	G7459727
CO-VAU	L1450948	1.1190923	-70.0826454	2021-04-11	05:50:00	obsr162605	S85564746	Traveling	295	1.609	4	1	G6551875
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-21	08:25:00	obsr277145	S99249723	Traveling	194	5.149	9	1	G7459726
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-21	08:25:00	obsr315634	S98060622	Traveling	194	5.149	9	1	G7459726
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-20	07:36:00	obsr38671	S97846695	Stationary	3		9	1	G7459734
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-21	05:35:00	obsr38671	S97885678	Traveling	159	2.667	9	1	G7459727
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-21	08:25:00	obsr345070	S98069068	Traveling	194	5.149	9	1	G7459726
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-15	05:56:00	obsr538149	S97649519	Traveling	144	1.980	10	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-21	05:35:00	obsr315634	S98060624	Traveling	159	2.667	9	1	G7459727
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-20	07:36:00	obsr315634	S98060632	Stationary	3		9	1	G7459734
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-21	08:25:00	obsr38671	S97885733	Traveling	194	5.149	9	1	G7459726
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-20	07:47:00	obsr315634	S98060631	Traveling	39	2.054	9	1	G7459733
CO-VAU	L1450948	1.1190923	-70.0826454	2021-01-31	17:40:00	obsr910395	S93372582	Traveling	300	4.000	4	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2021-12-29	05:34:00	obsr524543	S100621582	Traveling	105	0.628	3	1	G7705534
CO-VAU	L1450948	1.1190923	-70.0826454	2021-12-29	05:34:00	obsr256173	S100528003	Traveling	105	0.628	3	1	G7705534
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-15	08:57:00	obsr538149	S97649828	Traveling	319	4.828	10	1	
CO-VAU	L14460805	1.1261070	-70.1165270	2021-04-11	05:20:00	obsr235798	S85564670	Incidental			1	0	G6712209
CO-VAU	L14460826	1.1300460	-70.1189670	2021-04-11	10:45:00	obsr235798	S85564777	Incidental			4	0	G6551879
CO-VAU	L14460886	1.2133250	-70.2351090	2021-04-13	11:00:00	obsr235798	S85565126	Traveling	90	3.460	4	1	G6551919
CO-VAU	L14460892	1.2275790	-70.2373900	2021-04-13	15:10:00	obsr235798	S85565153	Traveling	161	3.219	4	1	G6551922
CO-VAU	L14460794	1.2195330	-70.1963990	2021-04-10	15:24:00	obsr162605	S87795903	Incidental			2	0	G6712208
CO-VAU	L14460805	1.1261070	-70.1165270	2021-04-11	05:20:00	obsr162605	S87795912	Incidental			1	0	G6712209
CO-VAU	L1451781	1.2218274	-70.2285361	2021-02-13	05:55:00	obsr758132	S81181587	Traveling	180	5.000	3	1	G6281723
CO-VAU	L1451781	1.2218274	-70.2285361	2021-02-19	14:25:00	obsr758132	S82014761	Traveling	120	2.000	3	1	G6314419
CO-VAU	L1451781	1.2218274	-70.2285361	2021-02-17	14:35:00	obsr1239506	S81842538	Traveling	120	1.000	3	1	G6305149
CO-VAU	L1451781	1.2218274	-70.2285361	2021-02-20	07:58:00	obsr1432713	S82288796	Traveling	300	3.000	3	1	G6332951
CO-VAU	L1451781	1.2218274	-70.2285361	2021-02-20	07:58:00	obsr540063	S82044392	Traveling	300	3.000	3	1	G6332951
CO-VAU	L1450896	1.2205831	-70.2384067	2021-11-19	05:22:00	obsr103929	S98605635	Traveling	87	1.319	9	1	G7459738
CO-VAU	L1450896	1.2205831	-70.2384067	2021-11-30	11:15:00	obsr726711	S98302563	Traveling	240	2.000	2	1	
CO-VAU	L1450896	1.2205831	-70.2384067	2021-11-18	06:17:00	obsr538843	S99484520	Traveling	264	4.830	6	1	
CO-VAU	L1450896	1.2205831	-70.2384067	2021-04-13	05:44:00	obsr235798	S85565052	Traveling	312	3.460	4	1	G6551914
CO-VAU	L1450896	1.2205831	-70.2384067	2021-11-22	06:48:00	obsr103929	S98607194	Traveling	263	8.114	9	1	G7459722
CO-VAU	L1450896	1.2205831	-70.2384067	2021-11-22	06:48:00	obsr38671	S97933903	Traveling	263	8.114	9	1	G7459722
CO-VAU	L1450896	1.2205831	-70.2384067	2021-02-19	17:25:00	obsr1432713	S82288795	Traveling	120	2.000	3	1	G6332950
CO-VAU	L1450896	1.2205831	-70.2384067	2021-02-19	17:25:00	obsr540063	S82044453	Traveling	120	2.000	3	1	G6332950
CO-VAU	L1450896	1.2205831	-70.2384067	2021-11-19	06:49:00	obsr777374	S98439545	Traveling	313	6.449	9	1	G7459737
CO-VAU	L1450896	1.2205831	-70.2384067	2021-11-19	05:22:00	obsr777374	S98309810	Traveling	87	1.319	9	1	G7459738
CO-VAU	L1450896	1.2205831	-70.2384067	2021-11-19	06:49:00	obsr315634	S98060635	Traveling	313	6.449	9	1	G7459737
CO-VAU	L1450896	1.2205831	-70.2384067	2021-11-19	06:49:00	obsr164294	S98317121	Traveling	313	6.449	9	1	G7459737
CO-VAU	L1450896	1.2205831	-70.2384067	2021-12-28	05:52:00	obsr524543	S100532670	Traveling	386	5.069	3	1	G7698801
CO-VAU	L1450896	1.2205831	-70.2384067	2021-12-28	05:52:00	obsr256173	S100508773	Traveling	386	5.069	3	1	G7698801
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-20	07:47:00	obsr277145	S99249739	Traveling	39	2.054	9	1	G7459733
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-20	07:36:00	obsr277145	S99249740	Stationary	3		9	1	G7459734
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-20	05:22:00	obsr103929	S98606727	Traveling	131	1.439	9	1	G7459735
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-20	07:36:00	obsr103929	S98606788	Stationary	3		9	1	G7459734
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-21	08:19:00	obsr38671	S97886596	Traveling	2	0.091	4	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-20	07:47:00	obsr38671	S97885276	Traveling	39	2.054	9	1	G7459733
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-21	05:35:00	obsr103929	S98606970	Traveling	159	2.667	9	1	G7459727
CO-VAU	L1451759	1.2221020	-70.1615238	2021-01-29	16:10:00	obsr910395	S93192036	Traveling	100	0.500	3	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2021-01-29	06:30:00	obsr910395	S93179244	Traveling	210	1.000	4	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2021-11-16	06:26:00	obsr538843	S99484621	Traveling	262	4.310	6	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2021-02-13	05:55:00	obsr1239506	S81181591	Traveling	180	5.000	3	1	G6281723
CO-VAU	L1450896	1.2205831	-70.2384067	2021-06-22	05:47:00	obsr680977	S90608370	Traveling	339	9.570	2	1	
CO-VAU	L1450896	1.2205831	-70.2384067	2021-02-20	05:35:00	obsr758132	S82014795	Traveling	180	3.000	2	1	
CO-VAU	L1450896	1.2205831	-70.2384067	2021-10-09	16:24:00	obsr2774010	S95868078	Stationary	600		3	1	
CO-VAU	L1450896	1.2205831	-70.2384067	2021-02-01	06:00:00	obsr910395	S93391232	Traveling	210	1.000	4	1	
CO-VAU	L1450896	1.2205831	-70.2384067	2021-06-29	05:50:00	obsr680977	S91056211	Traveling	327	8.700	1	1	
CO-VAU	L1450896	1.2205831	-70.2384067	2021-11-30	13:49:00	obsr726711	S98302524	Traveling	120	2.000	2	1	
CO-VAU	L1450896	1.2205831	-70.2384067	2021-11-22	06:48:00	obsr164294	S98317106	Traveling	263	8.114	9	1	G7459722
CO-VAU	L1450896	1.2205831	-70.2384067	2021-11-19	05:22:00	obsr164294	S98317122	Traveling	87	1.319	9	1	G7459738
CO-VAU	L1450896	1.2205831	-70.2384067	2021-02-04	19:20:00	obsr756695	S82226397	Traveling	420	1.500	2	1	G6329997
CO-VAU	L1450896	1.2205831	-70.2384067	2021-02-04	19:20:00	obsr121585	S82229762	Traveling	420	1.500	2	1	G6329997
CO-VAU	L1450896	1.2205831	-70.2384067	2021-12-08	05:40:00	obsr1051392	S122711381	Traveling	405	8.047	5	1	
CO-VAU	L1450896	1.2205831	-70.2384067	2021-12-31	05:41:00	obsr256173	S100612730	Traveling	387	6.743	3	1	G7705518
CO-VAU	L1450896	1.2205831	-70.2384067	2021-09-03	07:00:00	obsr680977	S95247270	Traveling	276	7.600	1	1	
CO-VAU	L1450896	1.2205831	-70.2384067	2021-09-19	17:52:00	obsr680977	S95247105	Incidental			1	0	
CO-VAU	L1450896	1.2205831	-70.2384067	2021-09-14	06:48:00	obsr680977	S95247187	Traveling	37	4.090	1	1	
CO-VAU	L1450896	1.2205831	-70.2384067	2021-11-19	05:22:00	obsr345070	S98069080	Traveling	87	1.319	9	1	G7459738
CO-VAU	L1450896	1.2205831	-70.2384067	2021-12-31	05:41:00	obsr524543	S100621433	Traveling	387	6.743	3	1	G7705518
CO-VAU	L1450896	1.2205831	-70.2384067	2021-11-19	06:49:00	obsr345070	S98069079	Traveling	313	6.449	9	1	G7459737
CO-VAU	L1450896	1.2205831	-70.2384067	2021-11-19	06:49:00	obsr103929	S98605723	Traveling	313	6.449	9	1	G7459737
CO-VAU	L1450896	1.2205831	-70.2384067	2021-11-19	06:49:00	obsr277145	S99249745	Traveling	313	6.449	9	1	G7459737
CO-VAU	L1450896	1.2205831	-70.2384067	2021-09-21	06:36:00	obsr680977	S95246980	Traveling	400	8.500	1	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-21	08:25:00	obsr103929	S98607073	Traveling	194	5.149	9	1	G7459726
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-20	05:22:00	obsr277145	S99249741	Traveling	131	1.439	9	1	G7459735
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-20	05:22:00	obsr315634	S98060633	Traveling	131	1.439	9	1	G7459735
CO-VAU	L1450948	1.1190923	-70.0826454	2021-02-12	05:30:00	obsr758132	S81030149	Traveling	180	5.000	4	1	G6277947
CO-VAU	L1450948	1.1190923	-70.0826454	2021-02-19	06:35:00	obsr758132	S81946996	Traveling	60	2.000	4	1	G6310482
CO-VAU	L1450948	1.1190923	-70.0826454	2021-02-19	06:35:00	obsr1239506	S81946998	Traveling	60	2.000	4	1	G6310482
CO-VAU	L1450948	1.1190923	-70.0826454	2021-12-09	15:00:00	obsr1051392	S122711351	Traveling	105	3.219	5	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2021-12-06	13:30:00	obsr1051392	S122711379	Traveling	10	0.322	5	0	
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-20	07:36:00	obsr345070	S98069076	Stationary	3		9	1	G7459734
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-20	07:47:00	obsr345070	S98069075	Traveling	39	2.054	9	1	G7459733
CO-VAU	L1450948	1.1190923	-70.0826454	2021-04-11	05:50:00	obsr235798	S85564745	Traveling	295	1.609	4	1	G6551875
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-20	07:36:00	obsr777374	S98867206	Stationary	3		9	1	G7459734
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-20	05:22:00	obsr777374	S98780111	Traveling	131	1.439	9	1	G7459735
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-20	07:47:00	obsr777374	S98867943	Traveling	39	2.054	9	1	G7459733
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-20	05:22:00	obsr38671	S97853767	Traveling	131	1.439	9	1	G7459735
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-20	05:22:00	obsr345070	S98069077	Traveling	131	1.439	9	1	G7459735
CO-VAU	L1450948	1.1190923	-70.0826454	2021-12-07	05:40:00	obsr1051392	S122712106	Stationary	85		5	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-20	05:22:00	obsr164294	S98317119	Traveling	131	1.439	9	1	G7459735
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-16	07:11:00	obsr538149	S97691156	Traveling	240	6.019	10	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-16	11:13:00	obsr538149	S97691166	Traveling	62	3.162	7	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-21	08:25:00	obsr164294	S98317110	Traveling	194	5.149	9	1	G7459726
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-20	07:47:00	obsr164294	S98317117	Traveling	39	2.054	9	1	G7459733
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-20	07:36:00	obsr164294	S98317118	Stationary	3		9	1	G7459734
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-21	05:35:00	obsr164294	S98317111	Traveling	159	2.667	9	1	G7459727
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-21	05:35:00	obsr777374	S99096880	Traveling	159	2.667	9	1	G7459727
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-21	08:25:00	obsr777374	S99164646	Traveling	194	5.149	9	1	G7459726
CO-VAU	L1450948	1.1190923	-70.0826454	2021-11-21	05:35:00	obsr277145	S99249725	Traveling	159	2.667	9	1	G7459727
CO-VAU	L1451759	1.2221020	-70.1615238	2021-09-11	06:30:00	obsr2774010	S105861174	Traveling	360	1.800	6	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2021-11-16	06:09:00	obsr538843	S99480831	Traveling	20	0.580	6	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2021-11-22	06:00:00	obsr968820	S113222327	Traveling	420	8.047	8	0	
CO-VAU	L1451759	1.2221020	-70.1615238	2021-11-19	08:00:00	obsr968820	S113220579	Traveling	360	4.828	8	0	
CO-VAU	L1451781	1.2218274	-70.2285361	2021-02-17	14:35:00	obsr758132	S81842537	Traveling	120	1.000	3	1	G6305149
CO-VAU	L1451781	1.2218274	-70.2285361	2021-07-24	05:47:00	obsr680977	S92254798	Traveling	361	8.240	1	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2021-08-25	06:34:00	obsr680977	S93785878	Traveling	305	7.110	1	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2021-08-08	06:14:00	obsr680977	S93785888	Traveling	331	7.610	1	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2021-12-06	05:47:00	obsr726711	S98545317	Traveling	180	2.000	2	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2021-12-03	05:49:00	obsr726711	S98409000	Traveling	300	5.640	2	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2021-12-04	14:19:00	obsr726711	S98467759	Traveling	150	1.910	2	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2021-02-06	07:30:00	obsr756695	S82234033	Traveling	270	1.000	2	1	G6330231
CO-VAU	L1451781	1.2218274	-70.2285361	2021-04-10	08:48:00	obsr235798	S85564565	Traveling	369	5.006	4	1	G6551856
CO-VAU	L1451781	1.2218274	-70.2285361	2021-09-23	06:21:00	obsr680977	S95246792	Traveling	328	7.150	1	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2021-11-17	06:01:00	obsr538149	S97708009	Traveling	414	9.830	10	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2021-04-10	08:48:00	obsr162605	S85564566	Traveling	369	5.006	4	1	G6551856
CO-VAU	L1451781	1.2218274	-70.2285361	2021-02-05	07:30:00	obsr121585	S82454051	Traveling	270	1.000	2	1	G6330231
CO-VAU	L1451781	1.2218274	-70.2285361	2021-02-19	14:25:00	obsr1239506	S82014762	Traveling	120	2.000	3	1	G6314419
CO-VAU	L1451781	1.2218274	-70.2285361	2021-02-02	06:00:00	obsr910395	S93391786	Traveling	240	2.000	4	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2021-11-19	08:17:00	obsr538843	S99480614	Traveling	93	5.100	6	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2021-09-11	07:07:00	obsr680977	S95247240	Traveling	262	6.430	1	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2021-08-01	06:25:00	obsr680977	S92618752	Traveling	311	7.770	1	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2021-02-05	07:10:00	obsr121585	S82234763	Traveling	270	2.000	2	1	G6330229
CO-VAU	L1451781	1.2218274	-70.2285361	2021-02-05	07:10:00	obsr756695	S82232763	Traveling	270	2.000	2	1	G6330229
CO-VAU	L15304458	1.2551170	-70.2356529	2021-06-09	06:15:00	obsr680977	S89888694	Traveling	166	5.380	1	0	
CO-VAU	L15304458	1.2551170	-70.2356529	2021-06-08	16:57:00	obsr680977	S89879370	Stationary	2		1	1	
CO-VAU	L15541057	1.2673618	-70.2241748	2021-09-08	17:53:00	obsr680977	S95247327	Stationary	15		1	1	
CO-VAU	L15541057	1.2673618	-70.2241748	2021-09-14	12:30:00	obsr680977	S95247139	Stationary	1		1	1	
CO-VAU	L15541057	1.2673618	-70.2241748	2021-06-25	15:00:00	obsr680977	S90851627	Stationary	2		1	1	
CO-VAU	L15711209	1.2374537	-70.2140821	2021-07-10	09:30:00	obsr680977	S91535268	Stationary	40		1	1	
CO-VAU	L15776640	1.1835768	-70.1930600	2021-08-30	06:05:00	obsr680977	S93972721	Traveling	327	8.440	1	1	
CO-VAU	L15776640	1.1835768	-70.1930600	2021-08-27	06:02:00	obsr680977	S93972751	Traveling	292	6.330	1	1	
CO-VAU	L15776640	1.1835768	-70.1930600	2021-07-15	07:02:00	obsr680977	S91799750	Traveling	295	8.280	1	1	
CO-VAU	L15776640	1.1835768	-70.1930600	2021-09-22	06:04:00	obsr680977	S95246847	Traveling	329	8.600	1	1	
CO-VAU	L15886011	1.1219407	-70.0956795	2021-07-18	05:58:00	obsr680977	S92254972	Traveling	31	0.760	2	1	
CO-VAU	L16223623	1.2293673	-70.2366566	2021-08-28	09:33:00	obsr739464	S93925803	Traveling	60	0.560	3	1	G7141779
CO-VAU	L16223673	1.2710803	-70.2047639	2021-08-27	15:01:00	obsr739464	S93814923	Traveling	236	0.420	2	1	G7133699
CO-VAU	L16223673	1.2710803	-70.2047639	2021-08-29	10:33:00	obsr739464	S93925830	Traveling	760	2.320	3	1	G7141781
CO-VAU	L16223673	1.2710803	-70.2047639	2021-08-29	10:33:00	obsr2023496	S93925828	Traveling	760	2.320	3	1	G7141781
CO-VAU	L16223673	1.2710803	-70.2047639	2021-08-29	10:33:00	obsr851548	S93925829	Traveling	760	2.320	3	1	G7141781
CO-VAU	L16191304	1.2611955	-70.2355344	2021-02-02	16:30:00	obsr910395	S93640274	Traveling	90	0.500	3	1	
CO-VAU	L16254000	1.2709794	-70.2148727	2021-08-07	17:04:00	obsr680977	S93972762	Incidental			1	0	
CO-VAU	L16254002	1.2711305	-70.2047086	2021-07-31	15:55:00	obsr680977	S93972763	Traveling	43	0.830	1	1	
CO-VAU	L16254005	1.2436002	-70.2385064	2021-07-28	06:02:00	obsr680977	S93972770	Traveling	113	1.410	1	1	
CO-VAU	L16223623	1.2293673	-70.2366566	2021-08-28	09:33:00	obsr851548	S93925802	Traveling	60	0.560	3	1	G7141779
CO-VAU	L16223623	1.2293673	-70.2366566	2021-08-28	09:33:00	obsr2023496	S93925801	Traveling	60	0.560	3	1	G7141779
CO-VAU	L16223673	1.2710803	-70.2047639	2021-08-27	15:01:00	obsr2023496	S93814920	Traveling	236	0.420	2	1	G7133699
CO-VAU	L16223673	1.2710803	-70.2047639	2021-08-27	15:01:00	obsr851548	S93814921	Traveling	236	0.420	2	1	G7133699
CO-VAU	L16223623	1.2293673	-70.2366566	2021-08-27	09:01:00	obsr851548	S93814663	Traveling	586	0.610	2	1	G7133675
CO-VAU	L16223623	1.2293673	-70.2366566	2021-08-27	09:01:00	obsr2023496	S93814662	Traveling	586	0.610	2	1	G7133675
CO-VAU	L16223623	1.2293673	-70.2366566	2021-08-27	09:01:00	obsr739464	S93814664	Traveling	586	0.610	2	1	G7133675
CO-VAU	L16245840	1.2430297	-70.2249339	2021-08-28	05:00:00	obsr851548	S93925700	Traveling	60	6.740	6	1	G7141768
CO-VAU	L16245840	1.2430297	-70.2249339	2021-08-28	05:00:00	obsr2023496	S93925699	Traveling	60	6.740	6	1	G7141768
CO-VAU	L16245840	1.2430297	-70.2249339	2021-08-28	05:00:00	obsr739464	S93925702	Traveling	60	6.740	6	1	G7141768
CO-VAU	L16245868	1.2561654	-70.2367631	2021-08-28	15:27:00	obsr739464	S93925824	Traveling	10	0.560	2	1	G7141780
CO-VAU	L16245868	1.2561654	-70.2367631	2021-08-28	15:27:00	obsr2023496	S93925820	Traveling	10	0.560	2	1	G7141780
CO-VAU	L16245868	1.2561654	-70.2367631	2021-08-28	15:27:00	obsr851548	S93925821	Traveling	10	0.560	2	1	G7141780
CO-VAU	L16596303	1.2522129	-70.2396697	2021-10-09	05:30:00	obsr2774010	S95869740	Traveling	720	6.000	6	1	
CO-VAU	L16619155	1.2732927	-70.2077350	2021-10-10	05:00:00	obsr2774010	S95992632	Traveling	135	1.000	1	1	
CO-VAU	L16639971	0.1343190	-70.9427290	2021-10-02	13:50:00	obsr433512	S96114455	Traveling	550	5.000	2	1	G7328778
CO-VAU	L16639971	0.1343190	-70.9427290	2021-10-02	13:50:00	obsr834444	S96408945	Traveling	550	5.000	2	1	G7328778
CO-VAU	L16639971	0.1343190	-70.9427290	2021-10-03	10:00:00	obsr834444	S98298753	Incidental			2	0	
CO-VAU	L16825790	1.2649389	-70.1929832	2021-10-29	07:59:00	obsr2065427	S97186607	Traveling	231	6.680	2	1	
CO-VAU	L16941044	1.2214250	-70.1991460	2021-11-20	17:31:00	obsr315634	S98060625	Traveling	2	0.122	9	1	G7459728
CO-VAU	L16941044	1.2214250	-70.1991460	2021-11-20	17:31:00	obsr345070	S98069070	Traveling	2	0.122	9	1	G7459728
CO-VAU	L16941044	1.2214250	-70.1991460	2021-11-20	17:31:00	obsr38671	S97885577	Traveling	2	0.122	9	1	G7459728
CO-VAU	L16941044	1.2214250	-70.1991460	2021-11-20	17:31:00	obsr164294	S98317112	Traveling	2	0.122	9	1	G7459728
CO-VAU	L16941044	1.2214250	-70.1991460	2021-11-20	17:31:00	obsr103929	S98606957	Traveling	2	0.122	9	1	G7459728
CO-VAU	L16948889	1.2645350	-70.2289950	2021-11-22	06:11:00	obsr315634	S98060619	Stationary	7		9	1	G7459723
CO-VAU	L16948889	1.2645350	-70.2289950	2021-11-22	06:11:00	obsr277145	S99249717	Stationary	7		9	1	G7459723
CO-VAU	L16948889	1.2645350	-70.2289950	2021-11-22	06:11:00	obsr345070	S98069065	Stationary	7		9	1	G7459723
CO-VAU	L16983296	1.2121532	-70.2352375	2021-01-29	08:02:00	obsr261579	S98133154	Traveling	35	0.190	2	1	
CO-VAU	L16948889	1.2645350	-70.2289950	2021-11-22	06:11:00	obsr38671	S97934318	Stationary	7		9	1	G7459723
CO-VAU	L16887992	0.1329310	-70.9442310	2021-10-02	17:34:00	obsr834444	S97712330	Stationary	120		2	1	G7432774
CO-VAU	L16887992	0.1329310	-70.9442310	2021-10-02	17:34:00	obsr433512	S97548760	Stationary	120		2	1	G7432774
CO-VAU	L16909715	1.1207180	-70.1115490	2021-11-16	06:11:00	obsr538149	S97687034	Stationary	54		10	1	
CO-VAU	L16941044	1.2214250	-70.1991460	2021-11-20	17:31:00	obsr277145	S99249727	Traveling	2	0.122	9	1	G7459728
CO-VAU	L16948889	1.2645350	-70.2289950	2021-11-22	06:11:00	obsr164294	S98317107	Stationary	7		9	1	G7459723
CO-VAU	L16948889	1.2645350	-70.2289950	2021-11-22	06:11:00	obsr103929	S98607183	Stationary	7		9	1	G7459723
CO-VAU	L16943821	1.2906980	-70.1765410	2021-11-21	15:14:00	obsr277145	S99249722	Traveling	122	10.855	9	1	G7459725
CO-VAU	L16943821	1.2906980	-70.1765410	2021-11-21	15:14:00	obsr38671	S97901680	Traveling	122	10.855	9	1	G7459725
CO-VAU	L16943821	1.2906980	-70.1765410	2021-11-21	15:14:00	obsr315634	S98060621	Traveling	122	10.855	9	1	G7459725
CO-VAU	L16943821	1.2906980	-70.1765410	2021-11-21	15:14:00	obsr777374	S99218716	Traveling	122	10.855	9	1	G7459725
CO-VAU	L16943821	1.2906980	-70.1765410	2021-11-21	15:14:00	obsr345070	S98069067	Traveling	122	10.855	9	1	G7459725
CO-VAU	L16943821	1.2906980	-70.1765410	2021-11-21	15:14:00	obsr164294	S98317109	Traveling	122	10.855	9	1	G7459725
CO-VAU	L16943821	1.2906980	-70.1765410	2021-11-21	15:14:00	obsr103929	S98607094	Traveling	122	10.855	9	1	G7459725
CO-VAU	L16948889	1.2645350	-70.2289950	2021-11-22	06:11:00	obsr777374	S99308731	Stationary	7		9	1	G7459723
CO-VAU	L17208351	1.2609475	-70.2402679	2021-11-19	07:12:00	obsr538843	S99480680	Traveling	9	0.240	6	1	
CO-VAU	L17177790	0.0239930	-71.0044410	2021-12-16	06:15:00	obsr794254	S99324617	Traveling	200	2.000	2	1	
CO-VAU	L17395035	1.2711800	-70.2090500	2021-11-13		obsr1402902	S130342619	Incidental				0	G9780794
CO-VAU	L17395035	1.2711800	-70.2090500	2021-11-14		obsr1402902	S130342629	Incidental				0	G9780795
CO-VAU	L17395035	1.2711800	-70.2090500	2021-11-13		obsr126130	S100525704	Incidental				0	G9780794
CO-VAU	L17396999	1.2711800	-70.2090500	2021-11-13	14:00:00	obsr539373	S100535725	Traveling	180	4.023	9	1	G11680868
CO-VAU	L17397531	1.2711800	-70.2090500	2021-11-13		obsr37758	S100540464	Incidental				0	
CO-VAU	L17409135	1.1478263	-70.0375710	2021-12-29	13:58:00	obsr524543	S100621529	Traveling	64	0.676	3	1	G7705529
